1. Zelensky urges Trump to visit Ukraine before deal with Russia
2. Trump threatens new tariffs on smartphones days after exempting them
3. Zelensky urges Trump to visit Ukraine before deal with Russia
4. Trump threatens new tariffs on smartphones days after exempting them
5. El Salvador's leader will not return man deported from the US in error
6. Blue Origin crew safely back on Earth after all-female space flight
7. Watch from launch to landing: All-female crew travels into space
8. Top former college athlete among six dead in New York plane crash
9. 5.2-magnitude earthquake hits California near San Diego
10. The men behind the Great Train Robbery
11. The curious case of why a billionaire wants to buy Royal Mail
12. Hungary's parliament votes to limit rights of dual nationals and LGBTQ+ people
13. Relatives charged after boy killed in Australia shooting accident
14. HBO reveals first cast members for Harry Potter TV series
15. Indian billionaire jeweller arrested over alleged bank fraud
"16. Conditions at Gaza hospitals 'beyond description' after Israeli attacks, WHO says"
17. Nuclear fusion leap brings clean power dream closer
18. The $1m cactus heist that led to a smuggler's downfall
19. Bringing back California's sacred condor
20. Police say Pennsylvania arson suspect would have attacked governor
21. Man arrested after suspected arson attack at Pennsylvania governor's home
22. 'A stab in the back' - car workers in Canada hit out at US over tariffs
"23. Trump in excellent health, says White House doctor"
24. Ant smugglers caught with hundreds of prized insects in Kenya
25. South Africa appoints special envoy to ease US relations
26. South Africa re-opens inquest into Nobel laureate's death
27. 'Death is everywhere': Sudan camp residents shelter from attacks
28. Championship: Play-off chasing Coventry lead relegation-battling Hull
29. Newcastle boss Howe recovering from pneumonia
30. Marko has 'great concern' over Verstappen future
31. Dhoni rolls back years to end Chennai's losing run
32. US stock markets rise on Trump tariff rollback
33. Landmark antitrust trial could force Zuckerberg to sell Instagram
34. No 10 'confident' British Steel furnaces will stay on
35. Was China the reason Guyana faced higher Trump tariff?
36. What are semiconductors and why is Trump targeting them?
37. PS5 price jumps £40 as Sony cites 'challenging' market conditions
"38. The Last of Us is back, and it's The Apprentice final: What's coming up this week"
39. Dartford dad and daughter duo find fame on TikTok
40. Enjoy sushi? You may have Welsh seaweed to thank for it
41. Potential new antibiotic for treating gonorrhoea
42. Ordering illicit weight loss drugs is 'dicing with death' - GP
43. How climate change is supercharging allergies
44. Aimee Lou Wood calls SNL parody 'mean and unfunny'
45. Warfare: 'A bold marvel of a film' ★★★★★
46. Mario Vargas Llosa: Giant of Latin American literature dies at 89
47. Upstairs Downstairs actress Jean Marsh dies aged 90
48. The 'forgotten Monet' finally getting her moment
49. Waking up with a Banksy on your wall: The differing fortunes of two homeowners
50. Why the quaint paintings of Thomas Kinkade divided the US
51. The surprising story of Van Gogh's guardian angel
52. Songkran: The world's biggest water fight
53. Why Iceland is getting happier every year
54. Britain's new foodie town with six Michelin stars
55. Which version of the US will visitors find?
56. The return of Sicily's ancient 'white gold'
57. Ottolenghi: Food is how we connect
58. The unexpected origins of Houston's iconic po' boy
59. Lithuania's fermented drink to ward off a cold
60. Resurrecting Italy's 'dead' sea - with plants
61. The scientists who leave no trace in the high Arctic
62. Global breakthrough to tackle shipping emissions
63. Do we need cocoa-free chocolate and is it nice?
64. The bitcoin miners in rural Zambia
65. 'One to one' with John Lennon and Yoko Ono
66. What's inside a black hole?
67. Inside the world of weaverbirds' stunning nest creation
